Academic_Year,Institution_Name_EN,Institution_Emirate_AR,Institution_Emirate_EN,Sector_AR,Sector_EN,Nationality_EN,Profession_Type_EN,Profession_Type_AR,Total
2021-2022,EMIRATES AVIATION UNIVERSITY,دبي,Dubai,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,78
2021-2022,EMIRATES COLLEGE FOR ADVANCED EDUCATION,أبوظبي,Abu Dhabi,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,25
2021-2022,EMIRATES INSTITUTE FOR BANKING AND FINANCIAL STUDIES,أبوظبي,Abu Dhabi,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,4
2021-2022,EMIRATES INSTITUTE FOR BANKING AND FINANCIAL STUDIES,الشارقة,Sharjah,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,7
2021-2022,EMIRATES INSTITUTE FOR BANKING AND FINANCIAL STUDIES,دبي,Dubai,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,5
2021-2022,EUROPEAN UNIVERSITY COLLEGE,دبي,Dubai,خاصة,Private,Non-National,Faculty,كادر التدريس الأكاديمي,7
2021-2022,FATIMA COLLEGE OF HEALTH SCIENCES,أبوظبي,Abu Dhabi,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,95
2021-2022,FATIMA COLLEGE OF HEALTH SCIENCES,عجمان,Ajman,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,23
2021-2022,GULF MEDICAL UNIVERSITY,NULL,NULL,خاصة,Private,Non-National,Faculty,كادر التدريس الأكاديمي,9
2021-2022,GULF MEDICAL UNIVERSITY,عجمان,Ajman,خاصة,Private,Non-National,Faculty,كادر التدريس الأكاديمي,365
2021-2022,HAMDAN BIN MOHAMMED  SMART UNIVERSITY,دبي,Dubai,شبه حكومية,Semi Government,Non-National,Faculty,كادر التدريس الأكاديمي,101
2021-2022,HIGHER COLLEGES OF TECHNOLOGY,أبوظبي,Abu Dhabi,حكومة إتحادية,Federal Government,Non-National,Faculty,كادر التدريس الأكاديمي,486
2021-2022,HIGHER COLLEGES OF TECHNOLOGY,الشارقة,Sharjah,حكومة إتحادية,Federal Government,Non-National,Faculty,كادر التدريس الأكاديمي,281
2021-2022,HIGHER COLLEGES OF TECHNOLOGY,الفجيرة,Fujairah,حكومة إتحادية,Federal Government,Non-National,Faculty,كادر التدريس الأكاديمي,155
2021-2022,HIGHER COLLEGES OF TECHNOLOGY,دبي,Dubai,حكومة إتحادية,Federal Government,Non-National,Faculty,كادر التدريس الأكاديمي,236
2021-2022,HIGHER COLLEGES OF TECHNOLOGY,رأس الخيمة,Ras Al Khaima,حكومة إتحادية,Federal Government,Non-National,Faculty,كادر التدريس الأكاديمي,139
2021-2022,IMAM MALIK COLLEGE FOR ISLAMIC SHARIA AND LAW,دبي,Dubai,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,28
2021-2022,INSTITUTE OF MANAGEMENT TECHNOLOGY-DUBAI,دبي,Dubai,خاصة,Private,Non-National,Faculty,كادر التدريس الأكاديمي,25
2021-2022,JUMEIRA UNIVERSITY,دبي,Dubai,خاصة,Private,Non-National,Faculty,كادر التدريس الأكاديمي,22
2021-2022,KHALIFA UNIVERSITY,أبوظبي,Abu Dhabi,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,408
2021-2022,LIWA COLLEGE OF TECHNOLOGY,أبوظبي,Abu Dhabi,خاصة,Private,Non-National,Faculty,كادر التدريس الأكاديمي,67
2021-2022,MOHAMED BIN ZAYED UNIVERSITY FOR HUMANITIES,NULL,NULL,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,9
2021-2022,MOHAMED BIN ZAYED UNIVERSITY FOR HUMANITIES,أبوظبي,Abu Dhabi,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,48
2021-2022,MOHAMED BIN ZAYED UNIVERSITY FOR HUMANITIES,عجمان,Ajman,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,12
2021-2022,MOHAMED BIN ZAYED UNIVERSITY OF ARTIFICIAL INTELLIGENCE,NULL,NULL,شبه حكومية,Semi Government,Non-National,Faculty,كادر التدريس الأكاديمي,8
2021-2022,MOHAMED BIN ZAYED UNIVERSITY OF ARTIFICIAL INTELLIGENCE,أبوظبي,Abu Dhabi,شبه حكومية,Semi Government,Non-National,Faculty,كادر التدريس الأكاديمي,18
2021-2022,MOHAMMED BIN RASHID SCHOOL OF GOVERNMENT,دبي,Dubai,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,18
2021-2022,MOHAMMED BIN RASHID UNIVERSITY OF MEDICINE AND HEALTH SCIENCES,دبي,Dubai,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,56
2021-2022,"NEW YORK UNIVERSITY, ABU DHABI",أبوظبي,Abu Dhabi,فرع مؤسسة دولية,Branch of International Institution,Non-National,Faculty,كادر التدريس الأكاديمي,322
2021-2022,RABDAN ACADEMY,NULL,NULL,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,9
2021-2022,RABDAN ACADEMY,أبوظبي,Abu Dhabi,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,74
2021-2022,RAS AL KHAIMAH MEDICAL AND HEALTH SCIENCES UNIVERSITY,الفجيرة,Fujairah,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,47
2021-2022,RAS AL KHAIMAH MEDICAL AND HEALTH SCIENCES UNIVERSITY,رأس الخيمة,Ras Al Khaima,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,194
2021-2022,ROCHESTER INSTITUTE OF TECHNOLOGY- DUBAI,دبي,Dubai,فرع مؤسسة دولية,Branch of International Institution,Non-National,Faculty,كادر التدريس الأكاديمي,83
2021-2022,SAINT JOSEPH UNIVERSITY DUBAI,NULL,NULL,فرع مؤسسة دولية,Branch of International Institution,Non-National,Faculty,كادر التدريس الأكاديمي,26
2021-2022,SAINT JOSEPH UNIVERSITY DUBAI,دبي,Dubai,فرع مؤسسة دولية,Branch of International Institution,Non-National,Faculty,كادر التدريس الأكاديمي,27
2021-2022,SKYLINE UNIVERSITY COLLEGE,الشارقة,Sharjah,خاصة,Private,Non-National,Faculty,كادر التدريس الأكاديمي,61
2021-2022,"SORBONNE UNIVERSITY, ABU DHABI",أبوظبي,Abu Dhabi,فرع مؤسسة دولية,Branch of International Institution,Non-National,Faculty,كادر التدريس الأكاديمي,606
2021-2022,UMM AL QUWAIN UNIVERSITY,أم القيوين,Umm Al Quwain,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,32
2021-2022,UNITED ARAB EMIRATES  UNIVERSITY,أبوظبي,Abu Dhabi,حكومة إتحادية,Federal Government,Non-National,Faculty,كادر التدريس الأكاديمي,1087
2021-2022,UNIVERSITY COLLEGE OF MOTHER AND FAMILY SCIENCES,الشارقة,Sharjah,خاصة,Private,Non-National,Faculty,كادر التدريس الأكاديمي,4
2021-2022,UNIVERSITY COLLEGE OF MOTHER AND FAMILY SCIENCES,دبي,Dubai,خاصة,Private,Non-National,Faculty,كادر التدريس الأكاديمي,3
2021-2022,UNIVERSITY COLLEGE OF MOTHER AND FAMILY SCIENCES,رأس الخيمة,Ras Al Khaima,خاصة,Private,Non-National,Faculty,كادر التدريس الأكاديمي,1
2021-2022,UNIVERSITY COLLEGE OF MOTHER AND FAMILY SCIENCES,عجمان,Ajman,خاصة,Private,Non-National,Faculty,كادر التدريس الأكاديمي,18
2021-2022,UNIVERSITY OF BALAMAND IN DUBAI,دبي,Dubai,فرع مؤسسة دولية,Branch of International Institution,Non-National,Faculty,كادر التدريس الأكاديمي,19
2021-2022,UNIVERSITY OF DUBAI,دبي,Dubai,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,78
2021-2022,UNIVERSITY OF FUJAIRAH,الفجيرة,Fujairah,شبه حكومية,Semi Government,Non-National,Faculty,كادر التدريس الأكاديمي,38
2021-2022,UNIVERSITY OF SCIENCE AND TECHNOLOGY OF FUJAIRAH,الفجيرة,Fujairah,خاصة,Private,Non-National,Faculty,كادر التدريس الأكاديمي,81
2021-2022,UNIVERSITY OF SHARJAH,الشارقة,Sharjah,شبه حكومية,Semi Government,Non-National,Faculty,كادر التدريس الأكاديمي,811
2021-2022,UNIVERSITY OF STRATHCLYDE BUSINESS SCHOOL- UAE,دبي,Dubai,فرع مؤسسة دولية,Branch of International Institution,Non-National,Faculty,كادر التدريس الأكاديمي,1
2021-2022,UNIVERSITY OF WOLLONGONG IN DUBAI,دبي,Dubai,فرع مؤسسة دولية,Branch of International Institution,Non-National,Faculty,كادر التدريس الأكاديمي,204
2021-2022,ZAYED UNIVERSITY,أبوظبي,Abu Dhabi,حكومة إتحادية,Federal Government,Non-National,Faculty,كادر التدريس الأكاديمي,373
2021-2022,ZAYED UNIVERSITY,دبي,Dubai,حكومة إتحادية,Federal Government,Non-National,Faculty,كادر التدريس الأكاديمي,247
2022-2023,ABU DHABI POLYTECHNIC,أبوظبي,Abu Dhabi,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,103
2022-2023,ABU DHABI SCHOOL OF MANAGEMENT,أبوظبي,Abu Dhabi,شبه حكومية,Semi Government,Non-National,Faculty,كادر التدريس الأكاديمي,22
2022-2023,ABU DHABI UNIVERSITY,أبوظبي,Abu Dhabi,خاصة,Private,Non-National,Faculty,كادر التدريس الأكاديمي,406
2022-2023,ABU DHABI UNIVERSITY,دبي,Dubai,خاصة,Private,Non-National,Faculty,كادر التدريس الأكاديمي,6
2022-2023,ABU DHABI VOCATIONAL EDUCATION AND TRAINING INSTITUTE,أبوظبي,Abu Dhabi,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,136
2022-2023,AJMAN UNIVERSITY ,عجمان,Ajman,خاصة,Private,Non-National,Faculty,كادر التدريس الأكاديمي,427
2022-2023,AL AIN UNIVERSITY,أبوظبي,Abu Dhabi,خاصة,Private,Non-National,Faculty,كادر التدريس الأكاديمي,185
2022-2023,AL KHAWARIZMI INTERNATIONAL COLLEGE,أبوظبي,Abu Dhabi,خاصة,Private,Non-National,Faculty,كادر التدريس الأكاديمي,91
2022-2023,AL QASIMIYA UNIVERSITY,الشارقة,Sharjah,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,59
2022-2023,AL WASL UNIVERSITY,دبي,Dubai,خاصة,Private,Non-National,Faculty,كادر التدريس الأكاديمي,44
2022-2023,AMERICAN UNIVERSITY IN DUBAI,دبي,Dubai,خاصة,Private,Non-National,Faculty,كادر التدريس الأكاديمي,155
2022-2023,AMERICAN UNIVERSITY IN THE EMIRATES,دبي,Dubai,خاصة,Private,Non-National,Faculty,كادر التدريس الأكاديمي,135
2022-2023,AMERICAN UNIVERSITY OF RAS AL KHAIMAH,رأس الخيمة,Ras Al Khaima,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,99
2022-2023,AMERICAN UNIVERSITY OF SHARJAH,الشارقة,Sharjah,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,630
2022-2023,AMITY UNIVERSITY DUBAI,دبي,Dubai,فرع مؤسسة دولية,Branch of International Institution,Non-National,Faculty,كادر التدريس الأكاديمي,130
2022-2023,ANWAR GARGASH DIPLOMATIC ACADEMY,أبوظبي,Abu Dhabi,حكومة إتحادية,Federal Government,Non-National,Faculty,كادر التدريس الأكاديمي,15
2022-2023,"ARAB ACADEMY FOR SCIENCE, TECHNOLOGY AND MARITIME TRANSPORT ",الشارقة,Sharjah,فرع مؤسسة دولية,Branch of International Institution,Non-National,Faculty,كادر التدريس الأكاديمي,38
2022-2023,BRITISH UNIVERSITY IN DUBAI,دبي,Dubai,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,49
2022-2023,CANADIAN UNIVERSITY DUBAI,دبي,Dubai,خاصة,Private,Non-National,Faculty,كادر التدريس الأكاديمي,113
2022-2023,CITY UNIVERSITY AJMAN,عجمان,Ajman,خاصة,Private,Non-National,Faculty,كادر التدريس الأكاديمي,91
2022-2023,DUBAI INSTITUTE OF DESIGN AND INNOVATION,دبي,Dubai,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,15
2022-2023,DUBAI MEDICAL COLLEGE FOR GIRLS,دبي,Dubai,خاصة,Private,Non-National,Faculty,كادر التدريس الأكاديمي,51
2022-2023,DUBAI PHARMACY COLLEGE FOR GIRLS,دبي,Dubai,خاصة,Private,Non-National,Faculty,كادر التدريس الأكاديمي,36
2022-2023,EMIRATES ACADEMY FOR IDENTITY & CITIZENSHIP,أبوظبي,Abu Dhabi,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,16
2022-2023,EMIRATES ACADEMY OF HOSPITALITY MANAGEMENT,دبي,Dubai,خاصة,Private,Non-National,Faculty,كادر التدريس الأكاديمي,11
2022-2023,EMIRATES AVIATION UNIVERSITY,دبي,Dubai,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,81
2022-2023,EMIRATES COLLEGE FOR ADVANCED EDUCATION,أبوظبي,Abu Dhabi,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,26
2022-2023,EMIRATES INSTITUTE FOR BANKING AND FINANCIAL STUDIES,أبوظبي,Abu Dhabi,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,4
2022-2023,EMIRATES INSTITUTE FOR BANKING AND FINANCIAL STUDIES,الشارقة,Sharjah,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,7
2022-2023,EMIRATES INSTITUTE FOR BANKING AND FINANCIAL STUDIES,دبي,Dubai,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,4
2022-2023,FATIMA COLLEGE OF HEALTH SCIENCES,أبوظبي,Abu Dhabi,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,117
2022-2023,FATIMA COLLEGE OF HEALTH SCIENCES,عجمان,Ajman,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,25
2022-2023,GULF MEDICAL UNIVERSITY,NULL,NULL,خاصة,Private,Non-National,Faculty,كادر التدريس الأكاديمي,8
2022-2023,GULF MEDICAL UNIVERSITY,عجمان,Ajman,خاصة,Private,Non-National,Faculty,كادر التدريس الأكاديمي,292
2022-2023,HAMDAN BIN MOHAMMED  SMART UNIVERSITY,دبي,Dubai,شبه حكومية,Semi Government,Non-National,Faculty,كادر التدريس الأكاديمي,107
2022-2023,HIGHER COLLEGES OF TECHNOLOGY,أبوظبي,Abu Dhabi,حكومة إتحادية,Federal Government,Non-National,Faculty,كادر التدريس الأكاديمي,512
2022-2023,HIGHER COLLEGES OF TECHNOLOGY,الشارقة,Sharjah,حكومة إتحادية,Federal Government,Non-National,Faculty,كادر التدريس الأكاديمي,274
2022-2023,HIGHER COLLEGES OF TECHNOLOGY,الفجيرة,Fujairah,حكومة إتحادية,Federal Government,Non-National,Faculty,كادر التدريس الأكاديمي,157
2022-2023,HIGHER COLLEGES OF TECHNOLOGY,دبي,Dubai,حكومة إتحادية,Federal Government,Non-National,Faculty,كادر التدريس الأكاديمي,229
2022-2023,HIGHER COLLEGES OF TECHNOLOGY,رأس الخيمة,Ras Al Khaima,حكومة إتحادية,Federal Government,Non-National,Faculty,كادر التدريس الأكاديمي,134
2022-2023,IMAM MALIK COLLEGE FOR ISLAMIC SHARIA AND LAW,دبي,Dubai,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,31
2022-2023,INSTITUTE OF MANAGEMENT TECHNOLOGY-DUBAI,دبي,Dubai,خاصة,Private,Non-National,Faculty,كادر التدريس الأكاديمي,23
2022-2023,JUMEIRA UNIVERSITY,دبي,Dubai,خاصة,Private,Non-National,Faculty,كادر التدريس الأكاديمي,22
2022-2023,KHALIFA UNIVERSITY,أبوظبي,Abu Dhabi,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,421
2022-2023,LIWA COLLEGE OF TECHNOLOGY,أبوظبي,Abu Dhabi,خاصة,Private,Non-National,Faculty,كادر التدريس الأكاديمي,53
2022-2023,MOHAMED BIN ZAYED UNIVERSITY FOR HUMANITIES,NULL,NULL,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,4
2022-2023,MOHAMED BIN ZAYED UNIVERSITY FOR HUMANITIES,أبوظبي,Abu Dhabi,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,62
2022-2023,MOHAMED BIN ZAYED UNIVERSITY FOR HUMANITIES,عجمان,Ajman,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,18
2022-2023,MOHAMED BIN ZAYED UNIVERSITY OF ARTIFICIAL INTELLIGENCE,NULL,NULL,شبه حكومية,Semi Government,Non-National,Faculty,كادر التدريس الأكاديمي,14
2022-2023,MOHAMED BIN ZAYED UNIVERSITY OF ARTIFICIAL INTELLIGENCE,أبوظبي,Abu Dhabi,شبه حكومية,Semi Government,Non-National,Faculty,كادر التدريس الأكاديمي,38
2022-2023,MOHAMMED BIN RASHID SCHOOL OF GOVERNMENT,دبي,Dubai,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,18
2022-2023,MOHAMMED BIN RASHID UNIVERSITY OF MEDICINE AND HEALTH SCIENCES,دبي,Dubai,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,64
2022-2023,"NEW YORK UNIVERSITY, ABU DHABI",أبوظبي,Abu Dhabi,فرع مؤسسة دولية,Branch of International Institution,Non-National,Faculty,كادر التدريس الأكاديمي,362
2022-2023,RABDAN ACADEMY,أبوظبي,Abu Dhabi,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,99
2022-2023,RAS AL KHAIMAH MEDICAL AND HEALTH SCIENCES UNIVERSITY,الفجيرة,Fujairah,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,42
2022-2023,RAS AL KHAIMAH MEDICAL AND HEALTH SCIENCES UNIVERSITY,رأس الخيمة,Ras Al Khaima,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,180
2022-2023,ROCHESTER INSTITUTE OF TECHNOLOGY- DUBAI,دبي,Dubai,فرع مؤسسة دولية,Branch of International Institution,Non-National,Faculty,كادر التدريس الأكاديمي,94
2022-2023,SAINT JOSEPH UNIVERSITY DUBAI,NULL,NULL,فرع مؤسسة دولية,Branch of International Institution,Non-National,Faculty,كادر التدريس الأكاديمي,22
2022-2023,SAINT JOSEPH UNIVERSITY DUBAI,دبي,Dubai,فرع مؤسسة دولية,Branch of International Institution,Non-National,Faculty,كادر التدريس الأكاديمي,15
2022-2023,SHARJAH EDUCATION ACADEMY,الشارقة,Sharjah,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,6
2022-2023,SHARJAH PERFORMING ARTS ACADEMY,الشارقة,Sharjah,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,26
2022-2023,SKYLINE UNIVERSITY COLLEGE,الشارقة,Sharjah,خاصة,Private,Non-National,Faculty,كادر التدريس الأكاديمي,63
2022-2023,"SORBONNE UNIVERSITY, ABU DHABI",أبوظبي,Abu Dhabi,فرع مؤسسة دولية,Branch of International Institution,Non-National,Faculty,كادر التدريس الأكاديمي,640
2022-2023,UMM AL QUWAIN UNIVERSITY,أم القيوين,Umm Al Quwain,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,39
2022-2023,UNITED ARAB EMIRATES  UNIVERSITY,أبوظبي,Abu Dhabi,حكومة إتحادية,Federal Government,Non-National,Faculty,كادر التدريس الأكاديمي,1090
2022-2023,UNIVERSITY OF DUBAI,دبي,Dubai,حكومة محلية,Local Government,Non-National,Faculty,كادر التدريس الأكاديمي,84
2022-2023,UNIVERSITY OF FUJAIRAH,الفجيرة,Fujairah,شبه حكومية,Semi Government,Non-National,Faculty,كادر التدريس الأكاديمي,53
2022-2023,UNIVERSITY OF SCIENCE AND TECHNOLOGY OF FUJAIRAH,الفجيرة,Fujairah,خاصة,Private,Non-National,Faculty,كادر التدريس الأكاديمي,72
2022-2023,UNIVERSITY OF SHARJAH,الشارقة,Sharjah,شبه حكومية,Semi Government,Non-National,Faculty,كادر التدريس الأكاديمي,923
2022-2023,UNIVERSITY OF STRATHCLYDE BUSINESS SCHOOL- UAE,دبي,Dubai,فرع مؤسسة دولية,Branch of International Institution,Non-National,Faculty,كادر التدريس الأكاديمي,1
2022-2023,UNIVERSITY OF WOLLONGONG IN DUBAI,دبي,Dubai,فرع مؤسسة دولية,Branch of International Institution,Non-National,Faculty,كادر التدريس الأكاديمي,223
2022-2023,ZAYED UNIVERSITY,أبوظبي,Abu Dhabi,حكومة إتحادية,Federal Government,Non-National,Faculty,كادر التدريس الأكاديمي,322
2022-2023,ZAYED UNIVERSITY,دبي,Dubai,حكومة إتحادية,Federal Government,Non-National,Faculty,كادر التدريس الأكاديمي,211
